,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
173,1526,Mark Buehrle,2010,914,79,63,0,1222.333,569,520,5143,3997.0,1329,125,1673.0,264,250,14,27.0,682,1526,buehrma01,7.1268150000000015,TOR
174,1547,Damaso Marte,2000,924,23,26,36,477.3332,192,178,1995,1723.0,379,43,589.0,212,183,29,25.0,518,1547,marteda01,10.4585439,CHW
175,1552,Jim Parque,1990,928,16,20,0,286.6670000000001,183,163,1311,1153.0,345,37,524.0,128,126,2,16.0,188,1552,parquji01,-0.8499302999999999,CHW
176,1552,Jim Parque,2000,929,15,14,0,257.6666,183,165,1181,1037.0,305,41,488.0,113,111,2,15.0,147,1552,parquji01,-1.09721,CHW
177,1569,Kelly Wunsch,2000,937,11,6,1,177.0,78,74,775,641.0,136,14,204.0,97,88,9,22.0,145,1569,wunscke01,1.6895276099999998,CHW
178,1577,Randy Choate,2000,938,6,7,5,201.3333,109,99,886,758.0,185,9,264.0,98,81,17,22.0,157,1577,choatra01,1.2329026,ARI
179,1577,Randy Choate,2010,939,10,7,2,206.6666,89,78,863,643.0,165,11,187.0,77,62,15,23.0,191,1577,choatra01,-0.2777443,STL
180,1588,Sterling Hitchcock,1990,946,60,56,3,1001.3333,560,520,4353,3879.0,1046,140,1706.0,369,352,17,32.0,780,1588,hitchst01,15.1576,NYY
181,1588,Sterling Hitchcock,2000,947,14,20,0,284.3333,178,165,1282,1152.0,328,41,526.0,102,94,8,10.0,217,1588,hitchst01,3.2756075,NYY
182,1600,Andy Pettitte,1990,955,81,46,0,1044.333,492,455,4443,3999.0,1087,85,1581.0,376,367,9,16.0,709,1600,pettian01,16.40321,NYY
183,1600,Andy Pettitte,2000,956,148,89,0,1882.0,917,815,8008,7319.0,1975,165,2927.0,545,516,29,32.0,1441,1600,pettian01,40.21696,NYY
184,1600,Andy Pettitte,2010,957,27,18,0,389.6663,163,148,1623,1481.0,386,38,578.0,110,106,4,7.0,298,1600,pettian01,4.2787622,NYY
185,1610,Mike Stanton,1990,962,35,28,58,573.3333,283,261,2442,2167.0,547,57,820.0,219,185,34,16.0,464,1610,stantmi02,6.8749973,ATL
186,1610,Mike Stanton,2000,963,33,34,19,516.6666,236,220,2226,1971.0,522,36,750.0,193,152,41,17.0,404,1610,stantmi02,4.514066000000001,NYY
187,1619,David Wells,1980,970,14,12,7,179.9999,75,69,763,680.0,168,17,258.0,71,55,16,2.0,166,1619,wellsda01,3.552207,TOR
188,1619,David Wells,1990,971,127,87,6,1896.9990000000007,938,866,7884,7306.0,1908,233,3077.0,436,396,40,43.0,1244,1619,wellsda01,30.163630000000005,TOR
189,1619,David Wells,2000,972,98,58,0,1362.0013,689,643,5766,5434.0,1559,157,2392.0,212,203,9,38.0,791,1619,wellsda01,24.582496,SDP
190,5994,Wayne Franklin,2000,996,14,16,0,323.0004,215,199,1455,1241.0,332,57,594.0,168,160,8,18.0,216,5994,frankwa01,-5.011238400000001,HOU
191,7697,Mike Holtz,1990,1003,10,12,3,125.3332,68,60,557,476.0,123,11,187.0,64,56,8,8.0,117,7697,holtzmi01,1.3746114,ANA
192,7697,Mike Holtz,2000,1004,6,8,0,114.6667,78,67,534,445.0,122,14,201.0,67,58,9,7.0,106,7697,holtzmi01,0.9645671000000002,ANA
193,9909,Tom Martin,1990,1019,6,5,2,80.0,43,43,365,316.0,94,7,137.0,38,35,3,1.0,53,9909,martito02,0.014788000000000025,CLE
194,10136,Mike Matthews,2000,1021,14,10,1,243.6667,129,123,1073,915.0,237,29,387.0,121,105,16,13.0,175,10136,matthmi01,0.14922750000000007,STL
195,10660,Trever Miller,2000,1026,13,9,8,346.3333,171,155,1515,1308.0,323,37,517.0,151,127,24,31.0,325,10660,milletr02,4.1361612,HOU
196,11459,C.J. Nitkowski,1990,1035,11,18,3,258.6667,172,158,1171,990.0,268,33,432.0,141,132,9,21.0,177,11459,nitkoc.01,-1.213766,DET
197,11459,C.J. Nitkowski,2000,1036,7,14,0,220.3337,146,128,1030,869.0,251,24,378.0,122,110,12,15.0,170,11459,nitkoc.01,0.15779269999999995,DET
198,11950,Lance Painter,1990,1037,22,16,3,336.3333,207,195,1482,1311.0,372,47,605.0,131,120,11,12.0,247,11950,paintla01,0.6805617000000003,COL
199,13235,John Rocker,2000,1046,8,14,48,145.0,81,68,673,549.0,131,14,193.0,105,96,9,8.0,186,13235,rockejo01,3.938762,ATL
200,14079,Bobby Seay,2000,1053,11,6,1,223.0,105,103,964,836.0,216,17,326.0,90,72,18,13.0,190,14079,seaybo01,0.8339557900000001,DET
201,14317,Brian Shouse,2000,1059,13,9,6,338.6666,154,136,1450,1290.0,331,28,501.0,112,81,31,20.0,225,14317,shousbr01,2.144855,TEX
202,15854,Mike Venafro,2000,1074,12,8,5,185.0,100,90,824,714.0,201,11,287.0,72,61,11,18.0,94,15854,venafmi01,-1.3407572,TEX
203,16620,Javier Lopez,2000,1094,11,7,4,243.6667,136,125,1070,929.0,251,16,366.0,113,101,12,18.0,152,16620,lopezja02,-0.6905204000000003,BOS
204,16620,Javier Lopez,2010,1095,19,10,10,289.6667,91,81,1203,922.0,233,10,295.0,122,96,26,9.0,206,16620,lopezja02,0.027812500000000014,SFG
205,16623,Mike Myers,1990,1096,6,12,9,218.0,127,116,976,836.0,229,31,368.0,101,89,12,17.0,198,16623,myersmi01,3.523245,DET
206,16623,Mike Myers,2000,1097,19,12,5,323.66670000000005,151,142,1409,1209.0,296,27,448.0,155,134,21,26.0,231,16623,myersmi01,-0.22404372000000009,ARI
207,16627,Horacio Ramirez,2000,1100,39,35,0,679.3326,387,350,2955,2627.0,742,82,1154.0,262,236,26,16.0,314,16627,ramirho01,-2.6124455,ATL
208,16628,Stephen Randolph,2000,1102,10,7,0,155.0,103,95,742,589.0,144,22,250.0,136,129,7,4.0,134,16628,randost01,-3.833094,ARI
209,16652,Rich Rodriguez,1990,1116,26,17,7,544.3334,229,210,2304,2043.0,524,52,788.0,217,175,42,6.0,332,16652,rodriri02,3.1708117,SDP
210,16655,Erasmo Ramirez,2000,1120,8,4,0,114.0,52,50,473,431.0,111,12,163.0,22,21,1,9.0,56,16655,ramirer01,0.5385063000000001,TEX
211,16660,Chris Capuano,2000,1125,42,48,0,711.6663,380,347,3078,2738.0,729,101,1222.0,240,226,14,40.0,585,16660,capuach01,10.418766,MIL
212,16660,Chris Capuano,2010,1126,35,44,0,718.0001,376,349,3085,2623.0,752,95,1149.0,223,202,21,16.0,614,16660,capuach01,7.875166300000001,LAD
213,16664,Jim Abbott,1980,1128,12,12,0,181.333,95,79,788,694.0,190,13,263.0,74,71,3,4.0,115,16664,abbotji01,1.90427,CAL
214,16664,Jim Abbott,1990,1129,75,96,0,1492.6667,785,712,6423,5747.0,1589,141,2307.0,546,519,27,28.0,773,16664,abbotji01,2.9070641999999998,CAL
215,16672,Scott Aldred,1990,1137,19,36,1,479.3328,342,321,2172,1888.0,558,75,912.0,220,200,20,18.0,291,16672,aldresc01,-5.93495736,DET
216,16692,Rick Ankiel,2000,1150,13,9,0,209.0,107,93,902,755.0,172,30,299.0,116,114,2,11.0,230,16692,ankieri01,6.35966,STL
217,16702,Paul Assenmacher,1980,1156,19,15,14,279.0,129,111,1198,1053.0,265,20,380.0,110,83,27,3.0,245,16702,assenpa01,4.308351999999999,ATL
218,16702,Paul Assenmacher,1990,1157,42,29,42,576.6669999999999,242,225,2466,2187.0,552,53,821.0,205,154,51,19.0,562,16702,assenpa01,12.2278088,CLE
219,16706,Steve Avery,1990,1160,94,83,0,1538.6667000000002,789,713,6538,5832.0,1510,143,2287.0,562,536,26,26.0,974,16706,averyst01,20.216699,ATL
220,16727,Brian Barnes,1990,1174,14,22,3,406.3333,193,178,1754,1507.0,364,39,565.0,204,196,8,9.0,275,16727,barnebr01,3.651437000000001,MON
221,16740,Matt Beech,1990,1180,8,22,0,295.0003000000001,191,176,1315,1145.0,322,52,546.0,131,120,11,12.0,266,16740,beechma01,3.999686,PHI
222,16778,Brian Bohanon,1990,1209,37,42,2,842.0003,526,474,3765,3292.0,921,98,1445.0,363,345,18,45.0,526,16778,bohanbr01,-3.008849,TEX
223,16778,Brian Bohanon,2000,1210,17,18,0,274.0,180,169,1228,1073.0,308,44,509.0,126,119,7,13.0,145,16778,bohanbr01,-6.44963,COL
224,16780,Tom Bolton,1990,1212,29,27,0,431.0006,229,212,1916,1681.0,475,39,693.0,193,174,19,15.0,257,16780,boltoto01,-0.6793250000000002,BOS
225,16797,Billy Brewer,1990,1226,11,11,5,178.6667,96,95,784,675.0,172,26,289.0,93,86,7,4.0,137,16797,brewebi01,0.9993806000000001,KCR
226,16834,Tim Byrdak,2000,1250,7,5,2,201.6666,102,92,904,755.0,174,29,318.0,124,116,8,7.0,195,16834,byrdati01,0.7601359000000001,BAL
227,16834,Tim Byrdak,2010,1251,6,5,1,111.6668,55,50,484,408.0,97,11,156.0,59,50,9,2.0,113,16834,byrdati01,0.3974301,NYM
228,16837,Greg Cadaret,1980,1252,16,9,3,231.3334,110,97,1018,877.0,227,15,310.0,117,111,6,4.0,174,16837,cadargr01,0.944427,OAK
229,16837,Greg Cadaret,1990,1253,22,23,11,493.0004,241,224,2188,1854.0,489,43,731.0,286,256,30,12.0,365,16837,cadargr01,-3.623984,NYY
230,16857,Larry Casian,1990,1270,11,13,2,240.6667,133,122,1061,950.0,286,30,440.0,77,59,18,8.0,125,16857,casiala01,-0.9328474,MIN
231,16861,Tony Castillo,1990,1274,26,21,21,484.6668,243,208,2095,1869.0,514,50,768.0,163,143,20,13.0,304,16861,castito02,2.363001,TOR
232,16867,Norm Charlton,1980,1276,12,8,0,156.6666,65,58,652,574.0,127,11,188.0,60,51,9,4.0,137,16867,charlno01,3.7205199999999996,CIN
233,16867,Norm Charlton,1990,1277,35,44,96,691.9993999999998,326,288,2984,2573.0,629,54,928.0,332,314,18,24.0,622,16867,charlno01,11.4088343,SEA
234,16871,Jason Christiansen,1990,1283,12,12,9,236.6667,112,105,1041,891.0,219,18,327.0,119,94,25,8.0,234,16871,chrisja01,2.831932,PIT
235,16871,Jason Christiansen,2000,1284,15,14,7,197.0,108,102,870,749.0,190,19,287.0,98,89,9,7.0,150,16871,chrisja01,0.7109779,SFG
236,16895,Dennis Cook,1980,1295,9,9,0,143.0,67,57,585,524.0,119,19,205.0,49,42,7,2.0,80,16895,cookde01,-0.4724500000000001,SFG
237,16895,Dennis Cook,1990,1296,47,32,7,740.0,351,316,3150,2784.0,704,93,1167.0,286,251,35,21.0,555,16895,cookde01,3.2149935000000003,CLE
238,16895,Dennis Cook,2000,1297,8,5,2,128.6667,68,67,563,494.0,127,18,209.0,55,48,7,8.0,104,16895,cookde01,1.3457499999999998,NYM
239,16896,Steve Cooke,1990,1298,26,36,1,549.6663,292,263,2383,2118.0,585,61,930.0,191,168,23,18.0,335,16896,cookest01,6.1092132,PIT
240,16925,John Cummings,1990,1322,10,15,0,216.3333,150,128,988,859.0,251,23,360.0,106,91,15,4.0,114,16925,cummijo01,-2.3102778,SEA
241,16944,Lance Davis,2000,1334,8,4,0,106.333,60,56,461,422.0,124,12,194.0,34,34,0,1.0,53,16944,davisla01,-1.04662,CIN
242,16946,Tim Davis,1990,1335,6,5,2,122.6667,72,63,560,483.0,136,11,200.0,64,56,8,4.0,91,16946,davisti01,-0.7069880000000001,SEA
243,17004,Vaughn Eshelman,1990,1389,15,9,0,212.00010000000003,158,143,982,852.0,256,19,375.0,111,102,9,5.0,118,17004,eshelva01,-2.6168593999999996,BOS
244,17021,Sid Fernandez,1980,1404,69,45,1,1032.9989999999998,399,370,4243,3735.0,764,87,1232.0,424,405,19,25.0,972,17021,fernasi01,28.665177000000003,NYM
245,17021,Sid Fernandez,1990,1405,45,51,0,833.6667,350,326,3425,3058.0,657,104,1143.0,291,277,14,16.0,771,17021,fernasi01,18.843678,NYM
246,17026,Dave Fleming,1990,1406,38,32,0,610.3326999999998,346,317,2691,2396.0,669,67,1033.0,248,231,17,16.0,303,17026,flemida01,-9.9268378,SEA
247,17037,Tony Fossas,1990,1417,15,22,6,349.0,181,153,1558,1367.0,366,36,548.0,156,127,29,9.0,282,17037,fossato01,3.72307978,BOS
248,17041,John Franco,1980,1421,42,30,148,528.0,174,146,2196,1926.0,460,27,605.0,210,169,41,5.0,367,17041,francjo01,6.360644000000001,CIN
249,17041,John Franco,1990,1422,35,40,268,513.3334,191,160,2213,1962.0,501,29,685.0,194,171,23,10.0,434,17041,francjo01,9.969854,NYM
250,17041,John Franco,2000,1423,13,17,8,204.3333,101,94,903,793.0,205,25,314.0,91,77,14,7.0,174,17041,francjo01,3.3603838999999995,NYM
251,17045,Steve Frey,1990,1427,15,13,28,282.6666,134,114,1232,1043.0,268,26,400.0,143,121,22,10.0,142,17045,freyst01,-1.5742333000000002,CAL
252,17105,Eric Gunderson,1990,1470,8,10,2,222.6666,134,121,994,884.0,259,29,414.0,82,65,17,9.0,135,17105,gundeer01,-2.2738083000000007,TEX
253,17145,Butch Henry,1990,1502,33,33,7,621.0003,289,264,2629,2416.0,677,61,1012.0,149,134,15,9.0,345,17145,henrybu01,6.209302000000001,MON
254,17199,Jason Jacome,1990,1539,10,18,1,261.0001,161,155,1166,1048.0,323,38,520.0,98,84,14,5.0,141,17199,jacomja01,-0.8910385000000001,KCR
255,17213,Doug Johns,1990,1548,20,22,2,386.0001,235,220,1689,1488.0,420,44,660.0,152,142,10,23.0,180,17213,johnsdo04,-4.0093039,BAL
256,17236,Scott Karl,1990,1569,50,51,0,914.666,517,464,4020,3607.0,1038,104,1604.0,324,309,15,30.0,475,17236,karlsc01,-0.7747501,MIL
257,17244,Jimmy Key,1980,1575,74,49,10,1115.0,459,416,4570,4203.0,1043,109,1634.0,279,259,20,16.0,614,17244,keyji01,13.556282,TOR
258,17244,Jimmy Key,1990,1576,112,68,0,1476.6665999999998,645,594,6149,5653.0,1475,145,2231.0,389,380,9,22.0,924,17244,keyji01,17.285945,NYY
259,17261,Rick Krivda,1990,1588,11,16,0,258.3333,168,160,1153,1013.0,297,39,502.0,117,111,6,8.0,165,17261,krivdri01,-0.419393,BAL
260,17266,Mark Langston,1980,1594,86,76,0,1374.3329999999999,653,580,5866,5089.0,1206,146,1946.0,668,652,16,26.0,1253,17266,langsma01,13.89924,SEA
261,17266,Mark Langston,1990,1595,93,82,0,1588.3317,785,726,6696,5968.0,1517,165,2348.0,621,603,18,20.0,1211,17266,langsma01,20.585655,CAL
262,17320,Ron Mahay,1990,1629,6,1,2,70.33330000000001,27,21,293,257.0,53,7,78.0,29,28,1,2.0,51,17320,mahayro01,-0.19012399999999996,BOS
263,17320,Ron Mahay,2000,1630,20,10,2,463.6667,231,208,2040,1779.0,453,63,751.0,229,208,21,8.0,394,17320,mahayro01,2.517928,TEX
264,17336,Pedro Martinez,1990,1639,7,4,3,142.6667,78,63,653,539.0,125,14,198.0,93,78,15,5.0,114,17336,martipe03,0.3729759999999999,CIN
265,17356,Chuck McElroy,1990,1656,33,27,17,590.6663,275,241,2548,2210.0,565,45,835.0,278,241,37,7.0,499,17356,mcelrch01,4.866942,CHC
266,17383,Chris Michalak,2000,1672,10,15,1,186.0003,102,93,843,732.0,219,26,351.0,81,72,9,17.0,82,17383,michach01,-5.250957,TEX
267,17399,Mike Mohler,1990,1684,13,25,10,383.3336,221,200,1706,1441.0,387,40,593.0,208,184,24,15.0,264,17399,mohlemi01,-2.1633287,OAK
268,17417,Alvin Morman,1990,1705,6,7,3,142.66660000000005,81,76,652,564.0,161,21,260.0,75,65,10,5.0,98,17417,mormaal01,-0.6293903000000001,CLE
269,17427,Mike Munoz,1990,1712,18,19,11,357.6668,216,199,1594,1389.0,392,32,582.0,169,148,21,4.0,236,17427,munozmi01,-1.255049,COL
270,17432,Randy Myers,1980,1717,17,13,56,240.0,79,73,984,858.0,179,16,268.0,97,85,12,3.0,264,17432,myersra01,6.804348700000001,NYM
271,17432,Randy Myers,1990,1718,27,50,291,644.6667,259,241,2760,2395.0,579,53,855.0,299,268,31,9.0,620,17432,myersra01,9.171523999999998,CHC
272,17455,Will Ohman,2000,1727,11,9,3,230.99990000000003,112,109,1014,882.0,206,24,329.0,114,99,15,10.0,226,17455,ohmanwi01,2.4141567000000004,CHC
273,17466,Donovan Osborne,1990,1739,47,45,0,840.0003,415,366,3535,3230.0,851,96,1347.0,231,214,17,16.0,535,17466,osbordo01,16.118346999999996,STL
274,17478,John Parrish,2000,1750,13,13,1,271.6666,154,137,1252,1038.0,276,25,415.0,184,170,14,10.0,221,17478,parrijo01,-1.1715407499999997,BAL
275,17480,Bob Patterson,1980,1753,7,10,1,110.0,78,75,495,441.0,134,10,202.0,38,30,8,1.0,68,17480,pattebo01,0.6962666000000001,PIT
276,17480,Bob Patterson,1990,1754,32,30,27,507.3334,216,205,2098,1907.0,485,60,779.0,142,112,30,8.0,415,17480,pattebo01,8.697253199999999,CHC
277,17494,Carlos Perez,1990,1763,35,45,0,678.6667,356,317,2878,2636.0,708,83,1144.0,178,170,8,18.0,384,17494,perezca01,9.90554,MON
278,17500,Chris Peters,1990,1766,17,20,1,320.3333,188,168,1423,1255.0,350,45,561.0,128,120,8,11.0,194,17500,peterch01,1.93408,PIT
279,17517,Jim Poole,1990,1782,21,12,4,352.3332000000001,189,161,1536,1339.0,355,36,550.0,152,120,32,11.0,248,17517,pooleji02,2.8312960999999994,BAL
280,17531,Bill Pulsipher,1990,1792,13,17,0,286.3336,164,155,1248,1107.0,308,38,489.0,112,106,6,7.0,174,17531,pulsibi01,3.5720050000000003,MIL
281,17534,Scott Radinsky,1990,1794,42,25,52,479.6666,202,178,2077,1809.0,457,31,643.0,205,176,29,12.0,355,17534,radinsc01,4.3492929,CHW
282,17571,Rich Robertson,1990,1827,17,30,0,415.3331,275,249,1898,1622.0,460,50,714.0,233,220,13,15.0,237,17571,roberri02,-3.7371756,MIN
283,17583,Jose Rosado,1990,1834,35,43,1,692.6669999999999,365,324,2961,2677.0,686,82,1078.0,228,221,7,18.0,469,17583,rosadjo01,7.291530000000001,KCR
284,17613,Tony Saunders,1990,1858,13,24,0,345.666,196,175,1542,1294.0,343,33,525.0,204,202,2,13.0,304,17613,saundto01,2.059314,TBD
285,17620,Pete Schourek,1990,1866,62,62,2,1011.3326,556,510,4380,3899.0,1047,119,1684.0,367,336,31,35.0,730,17620,schoupe01,13.377714,CIN
286,17629,Dan Serafini,1990,1874,12,8,1,167.9999,125,117,781,682.0,215,21,331.0,74,70,4,3.0,79,17629,serafda01,-2.03658286,MIN
287,17644,Mike Sirotka,1990,1883,30,32,0,513.3336,297,257,2224,2048.0,600,63,913.0,138,135,3,6.0,307,17644,sirotmi01,5.528471,CHW
288,17644,Mike Sirotka,2000,1884,15,10,0,197.0,101,83,832,755.0,203,23,306.0,69,68,1,1.0,128,17644,sirotmi01,2.45464,CHW
289,17671,Paul Spoljaric,1990,1912,8,17,4,267.6666,189,163,1219,1028.0,266,37,461.0,158,145,13,9.0,272,17671,spoljpa01,3.3944600000000005,TOR
290,17695,Paul Gibson,1980,1928,8,10,0,224.0,104,98,963,844.0,212,17,315.0,91,71,20,8.0,127,17695,gibsopa01,-1.3901299999999999,DET
291,17695,Paul Gibson,1990,1929,14,14,11,332.6666,165,154,1460,1288.0,358,38,560.0,145,122,23,5.0,218,17695,gibsopa01,-0.3026656999999999,NYY
292,17698,Atlee Hammaker,1980,1932,55,57,5,979.6667,433,385,4076,3732.0,946,84,1382.0,249,201,48,12.0,566,17698,hammaat01,18.795338,SFG
293,17703,Danny Jackson,1980,1938,66,68,1,1089.001,509,443,4641,4111.0,1043,59,1467.0,433,416,17,25.0,661,17703,jacksda02,12.87895,KCR
294,17703,Danny Jackson,1990,1939,46,63,0,983.6657,552,480,4345,3822.0,1067,74,1543.0,383,361,22,25.0,564,17703,jacksda02,7.422031,STL
295,17712,Chris Nabholz,1990,1942,37,35,0,611.6673000000002,289,268,2588,2254.0,542,41,802.0,278,263,15,20.0,405,17712,nabhoch01,7.995038,MON
296,17727,Russ Swan,1990,1954,14,20,11,259.9997,152,135,1149,997.0,271,22,400.0,120,102,18,5.0,106,17727,swanru01,-2.5966150000000003,SEA
297,17738,Juan Agosto,1980,1960,24,18,23,392.0,175,151,1679,1457.0,382,19,512.0,158,125,33,12.0,195,17738,agostju01,1.4691227699999998,CHW
298,17738,Juan Agosto,1990,1961,16,15,6,234.3333,138,128,1034,894.0,257,11,350.0,90,76,14,18.0,112,17738,agostju01,1.2745991,HOU
299,17753,Joe Hesketh,1980,1971,28,19,14,432.6664,186,162,1813,1604.0,395,31,589.0,167,140,27,4.0,351,17753,heskejo01,10.571884,MON
300,17753,Joe Hesketh,1990,1972,32,28,7,529.0,283,242,2300,2047.0,552,54,867.0,211,190,21,5.0,375,17753,heskejo01,2.55822,BOS
301,17758,Joe Klink,1990,1976,10,5,3,141.6667,62,61,610,526.0,134,6,180.0,64,55,9,5.0,77,17758,klinkjo01,0.7736894000000001,OAK
302,17763,Derek Lilliquist,1980,1979,8,10,0,165.667,87,73,718,671.0,202,16,292.0,34,29,5,2.0,79,17763,lillide01,1.00476,ATL
303,17763,Derek Lilliquist,1990,1980,17,24,17,318.0,158,149,1362,1210.0,330,43,533.0,100,80,20,7.0,182,17763,lillide01,-0.25320274200000026,CLE
304,17788,Denis Boucher,1990,1995,6,11,0,146.0,93,88,649,578.0,170,28,297.0,54,52,2,3.0,77,17788,bouchde01,-1.5519000000000005,CLE
305,17807,Steve Howe,1980,2009,29,31,60,379.0,140,114,1582,1436.0,367,13,453.0,89,49,40,7.0,212,17807,howest01,5.2783500000000005,LAD
306,17807,Steve Howe,1990,2010,18,10,31,227.0,99,90,941,860.0,219,19,318.0,50,36,14,11.0,116,17807,howest01,1.6514326,NYY
307,17808,Bruce Hurst,1980,2011,103,84,0,1703.6667,831,759,7254,6593.0,1783,189,2757.0,545,514,31,24.0,1222,17808,hurstbr01,13.042050999999995,BOS
308,17808,Bruce Hurst,1990,2012,42,29,0,713.6669999999999,312,293,2950,2701.0,680,69,1015.0,195,184,11,4.0,467,17808,hurstbr01,15.142401000000001,SDP
309,17832,John Smiley,1980,2023,31,24,4,496.9997,214,191,2048,1858.0,432,46,661.0,149,132,17,7.0,319,17832,smilejo01,9.436204,PIT
310,17832,John Smiley,1990,2024,95,79,0,1410.6670000000001,674,615,5852,5354.0,1410,139,2180.0,347,332,15,32.0,965,17832,smilejo01,30.95719,CIN
311,17841,Tom Browning,1980,2033,78,52,0,1211.3333,552,501,5017,4564.0,1141,149,1838.0,337,303,34,19.0,675,17841,brownto05,12.087503,CIN
312,17841,Tom Browning,1990,2034,45,38,0,709.6667,361,340,3049,2809.0,790,87,1243.0,174,147,27,13.0,325,17841,brownto05,1.4127520000000002,CIN
313,17859,Bill Krueger,1980,2051,30,33,4,541.3333,324,267,2406,2103.0,577,42,815.0,264,253,11,7.0,262,17859,kruegbi01,-1.4331593000000007,OAK
314,17859,Bill Krueger,1990,2052,38,33,0,652.9993999999998,361,310,2851,2556.0,728,62,1072.0,229,208,21,17.0,377,17859,kruegbi01,0.1567999999999996,DET
315,17862,Bob Macdonald,1990,2055,8,9,3,234.3333,120,113,1017,888.0,234,26,370.0,107,95,12,3.0,142,17862,macdoro01,-0.88944742,TOR
316,17872,Dennis Rasmussen,1980,2060,69,45,0,1044.6667,515,472,4389,3919.0,967,126,1581.0,381,369,12,19.0,644,17872,rasmude01,7.713884000000001,NYY
317,17872,Dennis Rasmussen,1990,2061,22,32,0,416.0007,232,201,1805,1626.0,457,49,687.0,141,130,11,7.0,191,17872,rasmude01,-2.106893,KCR
318,17877,Frank Viola,1980,2062,117,98,0,1858.001,877,792,7801,7148.0,1850,218,2905.0,548,528,20,30.0,1287,17877,violafr01,17.639595000000003,MIN
319,17877,Frank Viola,1990,2063,59,52,0,978.3336,426,383,4132,3721.0,977,76,1393.0,316,297,19,18.0,557,17877,violafr01,7.5145900999999995,BOS
320,17913,Rob Murphy,1980,2088,19,18,16,343.6670000000001,112,101,1410,1245.0,285,18,403.0,134,113,21,2.0,317,17913,murphro01,7.7095436,CIN
321,17913,Rob Murphy,1990,2089,13,20,14,279.6667,165,151,1249,1107.0,313,36,490.0,113,93,20,3.0,203,17913,murphro01,1.3792412300000003,STL
322,17930,Bud Black,1980,2098,70,71,11,1259.9993,587,521,5288,4813.0,1216,120,1841.0,367,343,24,34.0,640,17930,blackbu02,10.556671000000001,KCR
323,17930,Bud Black,1990,2099,51,45,0,793.3333,395,355,3339,3005.0,762,97,1216.0,256,231,25,15.0,399,17930,blackbu02,4.651092,SFG
324,17934,Jim Deshaies,1980,2102,49,36,0,738.6669999999999,305,281,3072,2733.0,632,74,1019.0,274,252,22,8.0,519,17934,deshaji01,12.403457199999998,HOU
325,17934,Jim Deshaies,1990,2103,35,59,0,786.3322999999998,438,421,3360,2973.0,802,105,1324.0,301,284,17,19.0,432,17934,deshaji01,-3.2117610999999995,HOU
326,17942,Rick Honeycutt,1970,2112,16,24,0,357.333,200,174,1558,1384.0,377,41,586.0,127,113,14,12.0,150,17942,honeyri01,-3.1261390000000007,SEA
327,17942,Rick Honeycutt,1980,2113,79,101,20,1501.0014,703,603,6314,5762.0,1529,122,2247.0,431,382,49,28.0,700,17942,honeyri01,9.079034,LAD
328,17942,Rick Honeycutt,1990,2114,14,18,18,301.6667,131,116,1269,1116.0,277,22,396.0,99,81,18,10.0,188,17942,honeyri01,3.66348226,OAK
329,17944,Dave Leiper,1980,2116,9,4,4,189.6667,98,83,826,719.0,190,16,285.0,80,67,13,5.0,101,17944,leipeda01,0.3670254000000001,OAK
330,17963,Randy Tomlin,1990,2125,30,31,0,580.3337,250,221,2399,2204.0,590,37,864.0,133,124,9,17.0,297,17963,tomlira01,9.412756300000002,PIT
331,17986,Joe Magrane,1980,2146,32,25,0,570.3330000000001,213,183,2370,2123.0,509,20,695.0,183,166,17,18.0,328,17986,magrajo01,11.75093,STL
332,17986,Joe Magrane,1990,2147,25,42,0,526.3330000000001,304,281,2315,2037.0,572,59,886.0,208,197,11,24.0,236,17986,magrajo01,-1.1071689999999998,STL
333,17991,Ken Patterson,1980,2151,6,3,1,86.33340000000003,48,44,376,334.0,89,13,150.0,35,32,3,2.0,51,17991,patteke01,-0.41273699999999997,CHW
334,17991,Ken Patterson,1990,2152,8,5,4,231.3334,104,93,996,836.0,201,25,320.0,131,118,13,4.0,132,17991,patteke01,-2.96075694,CAL
335,18001,Jeff Ballard,1980,2162,28,28,0,438.3327000000001,238,208,1893,1727.0,507,46,756.0,134,126,8,10.0,130,18001,ballaje01,-7.3909,BAL
336,18001,Jeff Ballard,1990,2163,13,25,2,335.0,220,197,1464,1341.0,407,46,647.0,95,81,14,8.0,114,18001,ballaje01,-3.3098294999999998,BAL
